"Gene_ID","MANE_length","Transcript_ID"
"ENSG00000084072",4339,"ENST00000324379"
"ENSG00000084073",2975,"ENST00000372759"
"ENSG00000084090",3377,"ENST00000337288"
"ENSG00000084092",2218,"ENST00000264230"
"ENSG00000084093",7309,"ENST00000309042"
"ENSG00000084110",3892,"ENST00000261208"
"ENSG00000084112",13034,"ENST00000326495"
"ENSG00000084207",741,"ENST00000398606"
"ENSG00000084234",3697,"ENST00000338167"
"ENSG00000084444",4711,"ENST00000197268"
"ENSG00000084453",7114,"ENST00000683939"
"ENSG00000084463",4581,"ENST00000261167"
"ENSG00000084623",1421,"ENST00000677711"
"ENSG00000084628",2922,"ENST00000373736"
"ENSG00000084636",5418,"ENST00000373672"
"ENSG00000084652",4865,"ENST00000373610"
"ENSG00000084674",14121,"ENST00000233242"
"ENSG00000084676",7381,"ENST00000348332"
"ENSG00000084693",3188,"ENST00000360131"
"ENSG00000084710",7486,"ENST00000403714"
"ENSG00000084731",5342,"ENST00000264712"
"ENSG00000084733",3561,"ENST00000264710"
"ENSG00000084734",2189,"ENST00000264717"
"ENSG00000084754",2943,"ENST00000380649"
"ENSG00000084764",1890,"ENST00000233121"
"ENSG00000084774",7286,"ENST00000264705"
"ENSG00000085063",7563,"ENST00000642928"
"ENSG00000085117",2212,"ENST00000227155"
"ENSG00000085185",7465,"ENST00000540052"
"ENSG00000085224",11165,"ENST00000373344"
"ENSG00000085231",1626,"ENST00000380822"
"ENSG00000085265",7588,"ENST00000371806"
"ENSG00000085274",4969,"ENST00000349841"
"ENSG00000085276",5462,"ENST00000651503"
"ENSG00000085365",6143,"ENST00000621999"
"ENSG00000085377",7250,"ENST00000652536"
"ENSG00000085382",4575,"ENST00000262903"
"ENSG00000085415",1851,"ENST00000399892"
"ENSG00000085433",4226,"ENST00000369962"
"ENSG00000085449",4607,"ENST00000233055"
"ENSG00000085465",2196,"ENST00000369732"
"ENSG00000085491",4249,"ENST00000565488"
"ENSG00000085511",5500,"ENST00000392142"
"ENSG00000085514",1271,"ENST00000198536"
"ENSG00000085552",4059,"ENST00000368094"
"ENSG00000085563",5205,"ENST00000622132"
"ENSG00000085644",3311,"ENST00000396878"
"ENSG00000085662",1361,"ENST00000285930"
"ENSG00000085719",4857,"ENST00000517490"
"ENSG00000085721",3706,"ENST00000198767"
"ENSG00000085733",3249,"ENST00000301843"
"ENSG00000085741",1900,"ENST00000322563"
"ENSG00000085760",2536,"ENST00000263629"
"ENSG00000085788",4682,"ENST00000397166"
"ENSG00000085831",2718,"ENST00000680483"
"ENSG00000085832",5163,"ENST00000371733"
"ENSG00000085840",3121,"ENST00000371568"
"ENSG00000085871",740,"ENST00000265498"
"ENSG00000085872",4075,"ENST00000546361"
"ENSG00000085978",3298,"ENST00000392017"
"ENSG00000085982",5695,"ENST00000678225"
"ENSG00000085998",2719,"ENST00000371984"
"ENSG00000085999",3078,"ENST00000371975"
"ENSG00000086015",5737,"ENST00000361297"
"ENSG00000086061",2319,"ENST00000330899"
"ENSG00000086062",4176,"ENST00000379731"
"ENSG00000086065",1901,"ENST00000223500"
"ENSG00000086102",4599,"ENST00000379540"
"ENSG00000086159",2544,"ENST00000315520"
"ENSG00000086189",2831,"ENST00000199320"
"ENSG00000086200",4365,"ENST00000325324"
"ENSG00000086205",4110,"ENST00000256999"
"ENSG00000086232",4411,"ENST00000199389"
"ENSG00000086288",2308,"ENST00000199447"
"ENSG00000086289",2515,"ENST00000199448"
"ENSG00000086300",2665,"ENST00000338523"
"ENSG00000086475",3265,"ENST00000327347"
"ENSG00000086504",1524,"ENST00000199706"
"ENSG00000086506",528,"ENST00000199708"
"ENSG00000086544",3376,"ENST00000263370"
"ENSG00000086548",2594,"ENST00000199764"
"ENSG00000086570",14710,"ENST00000261800"
"ENSG00000086589",2299,"ENST00000199814"
"ENSG00000086598",2544,"ENST00000262225"
"ENSG00000086619",4994,"ENST00000354619"
"ENSG00000086666",1706,"ENST00000261749"
"ENSG00000086696",1434,"ENST00000199936"
"ENSG00000086712",4362,"ENST00000380122"
"ENSG00000086717",2528,"ENST00000470157"
"ENSG00000086730",1942,"ENST00000460943"
"ENSG00000086758",14731,"ENST00000262854"
"ENSG00000086827",2873,"ENST00000200135"
"ENSG00000086848",6158,"ENST00000616540"
"ENSG00000086967",3604,"ENST00000357701"
"ENSG00000086991",4269,"ENST00000263317"
"ENSG00000087008",2872,"ENST00000356406"
"ENSG00000087053",4495,"ENST00000346299"
"ENSG00000087074",2350,"ENST00000200453"
"ENSG00000087076",1050,"ENST00000263278"
"ENSG00000087077",1693,"ENST00000200457"
"ENSG00000087085",2172,"ENST00000241069"
"ENSG00000087086",871,"ENST00000331825"
"ENSG00000087087",2990,"ENST00000611405"
"ENSG00000087088",795,"ENST00000345358"
"ENSG00000087095",3526,"ENST00000407008"
"ENSG00000087111",2529,"ENST00000308360"
"ENSG00000087116",6783,"ENST00000251582"
"ENSG00000087128",2122,"ENST00000305363"
"ENSG00000087152",3951,"ENST00000587097"
"ENSG00000087157",2297,"ENST00000262764"
"ENSG00000087191",1331,"ENST00000310144"
"ENSG00000087206",2574,"ENST00000511320"
"ENSG00000087237",1691,"ENST00000200676"
"ENSG00000087245",3514,"ENST00000219070"
"ENSG00000087250",406,"ENST00000200691"
"ENSG00000087253",5313,"ENST00000262134"
"ENSG00000087258",3182,"ENST00000262493"
"ENSG00000087263",4587,"ENST00000566157"
"ENSG00000087266",9006,"ENST00000503393"
"ENSG00000087269",3556,"ENST00000416614"
"ENSG00000087274",4140,"ENST00000683351"
"ENSG00000087299",6095,"ENST00000267436"
"ENSG00000087301",4557,"ENST00000281741"
"ENSG00000087302",7007,"ENST00000261700"
"ENSG00000087303",4870,"ENST00000216286"
"ENSG00000087338",4161,"ENST00000282570"
"ENSG00000087365",3272,"ENST00000322535"
"ENSG00000087448",6490,"ENST00000381271"
"ENSG00000087460",1854,"ENST00000371085"
"ENSG00000087470",4514,"ENST00000549701"
"ENSG00000087494",1578,"ENST00000545234"
"ENSG00000087495",2736,"ENST00000371015"
"ENSG00000087502",5033,"ENST00000360150"
"ENSG00000087510",2862,"ENST00000201031"
"ENSG00000087586",2033,"ENST00000395915"
"ENSG00000087589",4195,"ENST00000679887"
"ENSG00000087842",1274,"ENST00000380420"
"ENSG00000087884",522,"ENST00000393427"
"ENSG00000087903",3959,"ENST00000303657"
"ENSG00000087995",5799,"ENST00000311506"
"ENSG00000088002",1196,"ENST00000201586"
"ENSG00000088035",3325,"ENST00000263440"
"ENSG00000088038",2818,"ENST00000221232"
"ENSG00000088053",2264,"ENST00000417454"
"ENSG00000088179",11090,"ENST00000263708"
"ENSG00000088205",3753,"ENST00000263239"
"ENSG00000088247",4276,"ENST00000600480"
"ENSG00000088256",4190,"ENST00000078429"
"ENSG00000088280",4051,"ENST00000336689"
"ENSG00000088298",1884,"ENST00000374492"
"ENSG00000088305",4336,"ENST00000328111"
"ENSG00000088320",1660,"ENST00000201979"
"ENSG00000088325",3473,"ENST00000300403"
"ENSG00000088356",1957,"ENST00000202017"
"ENSG00000088367",6276,"ENST00000338074"
"ENSG00000088386",3124,"ENST00000376503"
"ENSG00000088387",7631,"ENST00000682017"
"ENSG00000088448",2495,"ENST00000267339"
"ENSG00000088451",1797,"ENST00000261296"
"ENSG00000088538",9069,"ENST00000266037"
"ENSG00000088543",2657,"ENST00000357203"
"ENSG00000088682",1630,"ENST00000262507"
"ENSG00000088726",2025,"ENST00000314124"
"ENSG00000088727",3337,"ENST00000684063"
"ENSG00000088756",5858,"ENST00000383472"
"ENSG00000088766",3925,"ENST00000378863"
"ENSG00000088782",530,"ENST00000382388"
"ENSG00000088808",5500,"ENST00000202556"
"ENSG00000088812",8651,"ENST00000262919"
"ENSG00000088826",2164,"ENST00000305958"
"ENSG00000088827",6960,"ENST00000344754"
"ENSG00000088832",1514,"ENST00000400137"
"ENSG00000088833",2721,"ENST00000216879"
"ENSG00000088836",3046,"ENST00000642402"
"ENSG00000088854",6912,"ENST00000252032"
"ENSG00000088876",3415,"ENST00000278772"
"ENSG00000088881",3521,"ENST00000609451"
"ENSG00000088882",2376,"ENST00000380605"
"ENSG00000088888",11731,"ENST00000428216"
"ENSG00000088899",4196,"ENST00000337576"
"ENSG00000088926",3053,"ENST00000403665"
"ENSG00000088930",3408,"ENST00000377191"
"ENSG00000088970",2102,"ENST00000619189"
"ENSG00000088986",663,"ENST00000242577"
"ENSG00000088992",989,"ENST00000335209"
"ENSG00000089006",2341,"ENST00000377759"
"ENSG00000089009",921,"ENST00000202773"
"ENSG00000089012",1716,"ENST00000303415"
"ENSG00000089022",11083,"ENST00000550735"
"ENSG00000089041",5113,"ENST00000328963"
"ENSG00000089048",3188,"ENST00000617257"
"ENSG00000089050",3843,"ENST00000337227"
"ENSG00000089053",2574,"ENST00000261819"
"ENSG00000089057",6953,"ENST00000338244"
"ENSG00000089060",3510,"ENST00000680972"
"ENSG00000089063",1435,"ENST00000202834"
"ENSG00000089091",3420,"ENST00000699568"
"ENSG00000089094",5315,"ENST00000377071"
"ENSG00000089101",4098,"ENST00000245957"
"ENSG00000089116",2739,"ENST00000261731"
"ENSG00000089123",2342,"ENST00000337743"
"ENSG00000089127",1631,"ENST00000202917"
"ENSG00000089154",8681,"ENST00000300648"
"ENSG00000089157",1105,"ENST00000392514"
"ENSG00000089159",5214,"ENST00000637617"
"ENSG00000089163",1217,"ENST00000202967"
"ENSG00000089169",4590,"ENST00000389385"
"ENSG00000089177",5276,"ENST00000354981"
"ENSG00000089195",2929,"ENST00000203001"
"ENSG00000089199",2462,"ENST00000378961"
"ENSG00000089220",1431,"ENST00000261313"
"ENSG00000089225",3733,"ENST00000405440"
"ENSG00000089234",3996,"ENST00000419234"
"ENSG00000089248",1623,"ENST00000261735"
"ENSG00000089250",12007,"ENST00000317775"
"ENSG00000089280",1824,"ENST00000254108"
"ENSG00000089289",1682,"ENST00000356413"
"ENSG00000089327",878,"ENST00000392219"
"ENSG00000089335",2853,"ENST00000505242"
"ENSG00000089351",2659,"ENST00000317991"
"ENSG00000089356",1378,"ENST00000604404"
"ENSG00000089472",4431,"ENST00000343002"
"ENSG00000089486",2706,"ENST00000567695"
"ENSG00000089505",1070,"ENST00000379500"
"ENSG00000089558",3788,"ENST00000264661"
"ENSG00000089597",3835,"ENST00000356638"
"ENSG00000089639",3528,"ENST00000203556"
"ENSG00000089682",7005,"ENST00000685964"
"ENSG00000089685",2574,"ENST00000350051"
"ENSG00000089692",1976,"ENST00000203629"
"ENSG00000089693",1555,"ENST00000203630"
"ENSG00000089723",3911,"ENST00000203664"
"ENSG00000089737",5573,"ENST00000621632"
"ENSG00000089775",10365,"ENST00000608382"
"ENSG00000089818",2634,"ENST00000339754"
"ENSG00000089820",3254,"ENST00000350060"
"ENSG00000089847",3838,"ENST00000318934"
"ENSG00000089876",3050,"ENST00000284690"
"ENSG00000089902",5751,"ENST00000262241"
"ENSG00000089916",14021,"ENST00000261530"
"ENSG00000090006",4961,"ENST00000396819"
"ENSG00000090013",799,"ENST00000263368"
"ENSG00000090020",4737,"ENST00000263980"
"ENSG00000090054",2783,"ENST00000262554"
"ENSG00000090060",4515,"ENST00000216277"
"ENSG00000090061",3524,"ENST00000389879"
"ENSG00000090097",2156,"ENST00000461554"
"ENSG00000090104",1352,"ENST00000367459"
"ENSG00000090238",1601,"ENST00000398841"
"ENSG00000090263",4210,"ENST00000324787"
"ENSG00000090266",465,"ENST00000247866"
"ENSG00000090273",1792,"ENST00000321265"
"ENSG00000090316",2182,"ENST00000303400"
"ENSG00000090339",2967,"ENST00000264832"
"ENSG00000090372",3176,"ENST00000263280"
"ENSG00000090376",8328,"ENST00000261233"
"ENSG00000090382",1490,"ENST00000261267"
"ENSG00000090402",6012,"ENST00000264382"
"ENSG00000090432",2428,"ENST00000264198"
"ENSG00000090447",2163,"ENST00000204517"
"ENSG00000090470",2823,"ENST00000204549"
"ENSG00000090487",1799,"ENST00000204566"
"ENSG00000090512",1721,"ENST00000265029"
"ENSG00000090520",1640,"ENST00000265028"
"ENSG00000090530",3477,"ENST00000319332"
"ENSG00000090534",1918,"ENST00000647395"
"ENSG00000090539",3540,"ENST00000204604"
"ENSG00000090554",1050,"ENST00000597551"
"ENSG00000090565",4801,"ENST00000262305"
"ENSG00000090581",1975,"ENST00000204679"
"ENSG00000090612",13390,"ENST00000536435"
"ENSG00000090615",8938,"ENST00000450791"
"ENSG00000090621",3142,"ENST00000372858"
"ENSG00000090659",4284,"ENST00000315599"
"ENSG00000090661",1780,"ENST00000251363"
"ENSG00000090674",2084,"ENST00000264079"
"ENSG00000090686",4419,"ENST00000308271"
"ENSG00000090776",3303,"ENST00000204961"
"ENSG00000090857",8549,"ENST00000288050"
"ENSG00000090861",3437,"ENST00000261772"
"ENSG00000090863",9287,"ENST00000422840"
"ENSG00000090889",4388,"ENST00000374403"
"ENSG00000090905",8491,"ENST00000395799"
"ENSG00000090924",8048,"ENST00000425673"
"ENSG00000090932",2004,"ENST00000356433"
"ENSG00000090971",1350,"ENST00000205194"
"ENSG00000090975",7134,"ENST00000320201"
"ENSG00000090989",3592,"ENST00000381295"
"ENSG00000091009",6537,"ENST00000265271"
"ENSG00000091010",2575,"ENST00000646991"
"ENSG00000091039",7204,"ENST00000261183"
"ENSG00000091073",2641,"ENST00000430490"
"ENSG00000091106",3362,"ENST00000402280"
"ENSG00000091127",3525,"ENST00000469408"
"ENSG00000091128",5861,"ENST00000388781"
"ENSG00000091129",6701,"ENST00000379028"
"ENSG00000091136",5650,"ENST00000222399"
"ENSG00000091137",4737,"ENST00000644269"
"ENSG00000091138",2882,"ENST00000340010"
"ENSG00000091140",3537,"ENST00000205402"
"ENSG00000091157",7295,"ENST00000254442"
"ENSG00000091164",6840,"ENST00000217515"
"ENSG00000091181",5739,"ENST00000446632"
"ENSG00000091262",5140,"ENST00000205557"
"ENSG00000091317",3307,"ENST00000205636"
"ENSG00000091409",5816,"ENST00000684293"
"ENSG00000091428",4301,"ENST00000397081"
"ENSG00000091436",3859,"ENST00000375213"
"ENSG00000091482",885,"ENST00000379494"
"ENSG00000091483",1791,"ENST00000366560"
"ENSG00000091490",4543,"ENST00000399878"
"ENSG00000091513",20166,"ENST00000402696"
"ENSG00000091527",3351,"ENST00000264993"
"ENSG00000091536",11811,"ENST00000647165"
"ENSG00000091542",3159,"ENST00000399138"
"ENSG00000091583",1174,"ENST00000205948"
"ENSG00000091592",5610,"ENST00000572272"
"ENSG00000091622",7149,"ENST00000262483"
"ENSG00000091640",1005,"ENST00000206020"
"ENSG00000091651",1615,"ENST00000219097"
"ENSG00000091656",13987,"ENST00000651372"
"ENSG00000091664",3665,"ENST00000263160"
"ENSG00000091704",1384,"ENST00000011292"
"ENSG00000091732",1889,"ENST00000358303"
"ENSG00000091831",6327,"ENST00000206249"
"ENSG00000091844",7932,"ENST00000206262"
"ENSG00000091879",5268,"ENST00000629816"
"ENSG00000091947",1525,"ENST00000206380"
"ENSG00000091972",2129,"ENST00000315711"
"ENSG00000091986",12301,"ENST00000206423"
"ENSG00000092009",937,"ENST00000250378"
"ENSG00000092010",965,"ENST00000206451"
"ENSG00000092020",1511,"ENST00000261475"
"ENSG00000092036",1586,"ENST00000541587"
"ENSG00000092051",4265,"ENST00000356300"
"ENSG00000092054",6027,"ENST00000355349"
"ENSG00000092067",1191,"ENST00000206513"
"ENSG00000092068",4236,"ENST00000316902"
"ENSG00000092094",1976,"ENST00000206542"
"ENSG00000092096",2372,"ENST00000354772"
"ENSG00000092098",3502,"ENST00000324103"
"ENSG00000092108",2190,"ENST00000458591"
"ENSG00000092140",5770,"ENST00000206595"
"ENSG00000092148",9445,"ENST00000399332"
"ENSG00000092199",3165,"ENST00000553300"
"ENSG00000092200",4061,"ENST00000400017"
"ENSG00000092201",4433,"ENST00000216297"
"ENSG00000092203",4514,"ENST00000448790"
"ENSG00000092208",1320,"ENST00000308317"
"ENSG00000092295",2744,"ENST00000206765"
"ENSG00000092330",1801,"ENST00000267415"
"ENSG00000092345",2974,"ENST00000399444"
"ENSG00000092377",2396,"ENST00000383032"
"ENSG00000092421",6828,"ENST00000343348"
"ENSG00000092439",10382,"ENST00000646667"
"ENSG00000092445",8032,"ENST00000263798"
"ENSG00000092470",3932,"ENST00000263795"
"ENSG00000092529",3315,"ENST00000397163"
"ENSG00000092531",2310,"ENST00000249647"
"ENSG00000092607",4042,"ENST00000369429"
"ENSG00000092621",1866,"ENST00000641023"
"ENSG00000092758",2497,"ENST00000649368"
"ENSG00000092820",3052,"ENST00000367075"
"ENSG00000092841",708,"ENST00000550697"
"ENSG00000092847",13712,"ENST00000373204"
"ENSG00000092850",1490,"ENST00000207457"
"ENSG00000092853",8512,"ENST00000318121"
"ENSG00000092871",7210,"ENST00000394597"
"ENSG00000092929",4080,"ENST00000207549"
"ENSG00000092931",2573,"ENST00000685175"
"ENSG00000092964",4798,"ENST00000521913"
"ENSG00000092969",5868,"ENST00000366930"
"ENSG00000092978",5859,"ENST00000366935"
"ENSG00000093000",5151,"ENST00000347635"
"ENSG00000093009",1879,"ENST00000263201"
"ENSG00000093010",2272,"ENST00000361682"
"ENSG00000093072",4355,"ENST00000399837"
"ENSG00000093144",2339,"ENST00000454859"
"ENSG00000093167",3490,"ENST00000336686"
"ENSG00000093183",6340,"ENST00000264454"
"ENSG00000093217",3667,"ENST00000207870"
"ENSG00000094631",4118,"ENST00000334136"
"ENSG00000094661",5984,"ENST00000641398"
"ENSG00000094755",3304,"ENST00000265294"
"ENSG00000094796",1615,"ENST00000251645"
"ENSG00000094804",4564,"ENST00000209728"
"ENSG00000094841",2474,"ENST00000373383"
"ENSG00000094880",3133,"ENST00000394886"
"ENSG00000094914",1815,"ENST00000209873"
"ENSG00000094916",11546,"ENST00000209875"
"ENSG00000094963",5215,"ENST00000209929"
"ENSG00000094975",5625,"ENST00000263688"
"ENSG00000095002",3115,"ENST00000233146"
"ENSG00000095015",7036,"ENST00000399503"
"ENSG00000095059",1345,"ENST00000210060"
"ENSG00000095066",2542,"ENST00000397668"
"ENSG00000095110",4972,"ENST00000534921"
"ENSG00000095139",3994,"ENST00000264028"
"ENSG00000095203",5896,"ENST00000374566"
"ENSG00000095209",3545,"ENST00000374692"
"ENSG00000095261",3381,"ENST00000210313"
"ENSG00000095303",5020,"ENST00000362012"
"ENSG00000095319",5689,"ENST00000372577"
"ENSG00000095321",2768,"ENST00000318080"
"ENSG00000095370",3051,"ENST00000314830"
"ENSG00000095380",1179,"ENST00000210444"
"ENSG00000095383",3265,"ENST00000465784"
"ENSG00000095397",4070,"ENST00000362057"
"ENSG00000095464",3358,"ENST00000371447"
"ENSG00000095485",2591,"ENST00000354105"
"ENSG00000095539",4489,"ENST00000210633"
"ENSG00000095564",8361,"ENST00000265990"
"ENSG00000095574",4532,"ENST00000368886"
"ENSG00000095585",4344,"ENST00000224337"
"ENSG00000095587",6769,"ENST00000357947"
"ENSG00000095596",2117,"ENST00000224356"
"ENSG00000095627",8149,"ENST00000695399"
"ENSG00000095637",7348,"ENST00000371247"
"ENSG00000095713",2683,"ENST00000370597"
"ENSG00000095739",1691,"ENST00000375533"
"ENSG00000095752",2378,"ENST00000264563"
"ENSG00000095777",5624,"ENST00000642920"
"ENSG00000095787",5912,"ENST00000354911"
"ENSG00000095794",2857,"ENST00000685392"
"ENSG00000095906",1349,"ENST00000262302"
"ENSG00000095917",1573,"ENST00000211076"
"ENSG00000095932",1312,"ENST00000215531"
"ENSG00000095951",9053,"ENST00000379388"
"ENSG00000095970",983,"ENST00000373113"
"ENSG00000095981",1095,"ENST00000437525"
"ENSG00000096006",2152,"ENST00000263045"
"ENSG00000096060",3750,"ENST00000357266"
"ENSG00000096063",4348,"ENST00000373825"
"ENSG00000096070",6052,"ENST00000357641"
"ENSG00000096080",1163,"ENST00000372133"
"ENSG00000096088",1371,"ENST00000373025"
"ENSG00000096092",988,"ENST00000211314"
"ENSG00000096093",6849,"ENST00000371068"
"ENSG00000096264",1125,"ENST00000373089"
"ENSG00000096384",2555,"ENST00000371646"
"ENSG00000096395",558,"ENST00000430124"
"ENSG00000096401",6241,"ENST00000371477"
"ENSG00000096433",9079,"ENST00000605930"
"ENSG00000096654",3328,"ENST00000683788"
"ENSG00000096696",9697,"ENST00000379802"
"ENSG00000096717",4107,"ENST00000212015"
"ENSG00000096746",2356,"ENST00000265866"
"ENSG00000096872",5325,"ENST00000380062"
"ENSG00000096968",7023,"ENST00000381652"
"ENSG00000096996",2713,"ENST00000593993"
"ENSG00000097007",5578,"ENST00000318560"
"ENSG00000097021",1806,"ENST00000361521"
"ENSG00000097033",6371,"ENST00000370558"
"ENSG00000097046",3215,"ENST00000234626"
"ENSG00000097096",5466,"ENST00000341460"
"ENSG00000099139",10226,"ENST00000674117"
"ENSG00000099194",5245,"ENST00000370355"
"ENSG00000099203",1633,"ENST00000214869"
"ENSG00000099204",7560,"ENST00000533213"
"ENSG00000099219",5377,"ENST00000339450"
"ENSG00000099246",4875,"ENST00000356940"
"ENSG00000099250",5640,"ENST00000374867"
"ENSG00000099256",1939,"ENST00000320152"
"ENSG00000099260",2334,"ENST00000263174"
"ENSG00000099282",1703,"ENST00000373290"
"ENSG00000099284",1932,"ENST00000373255"
"ENSG00000099290",4642,"ENST00000282633"
"ENSG00000099308",6020,"ENST00000687212"
"ENSG00000099326",2666,"ENST00000215057"
"ENSG00000099330",1111,"ENST00000215061"
"ENSG00000099331",7606,"ENST00000682292"
"ENSG00000099337",5721,"ENST00000263372"
"ENSG00000099338",3691,"ENST00000409235"
"ENSG00000099341",1518,"ENST00000215071"
"ENSG00000099364",4490,"ENST00000338343"
"ENSG00000099365",4674,"ENST00000215095"
"ENSG00000099377",2171,"ENST00000297679"
"ENSG00000099381",5991,"ENST00000262519"
"ENSG00000099385",857,"ENST00000215115"
"ENSG00000099399",1607,"ENST00000378988"
"ENSG00000099617",2424,"ENST00000215368"
"ENSG00000099622",3346,"ENST00000587896"
"ENSG00000099624",995,"ENST00000215375"
"ENSG00000099625",3281,"ENST00000650044"
"ENSG00000099715",8550,"ENST00000698851"
"ENSG00000099721",926,"ENST00000651267"
"ENSG00000099769",2058,"ENST00000215539"
"ENSG00000099783",2477,"ENST00000325495"
"ENSG00000099785",1380,"ENST00000215555"
"ENSG00000099795",535,"ENST00000215565"
"ENSG00000099797",1139,"ENST00000215567"
"ENSG00000099800",1664,"ENST00000215570"
"ENSG00000099804",1418,"ENST00000215574"
"ENSG00000099810",6032,"ENST00000644715"
"ENSG00000099812",2885,"ENST00000215582"
"ENSG00000099814",6727,"ENST00000414716"
"ENSG00000099817",2854,"ENST00000615234"
"ENSG00000099821",3771,"ENST00000588649"
"ENSG00000099822",3420,"ENST00000251287"
"ENSG00000099834",3359,"ENST00000397542"
"ENSG00000099840",975,"ENST00000395301"
"ENSG00000099849",2017,"ENST00000397583"
"ENSG00000099860",1371,"ENST00000215631"
"ENSG00000099864",2891,"ENST00000338448"
"ENSG00000099866",1541,"ENST00000215637"
"ENSG00000099875",3785,"ENST00000250896"
"ENSG00000099889",4056,"ENST00000263207"
"ENSG00000099899",2886,"ENST00000252136"
"ENSG00000099901",1221,"ENST00000430524"
"ENSG00000099904",5049,"ENST00000334554"
"ENSG00000099910",2528,"ENST00000328879"
"ENSG00000099917",3351,"ENST00000263205"
"ENSG00000099937",2203,"ENST00000215727"
"ENSG00000099940",4259,"ENST00000215730"
"ENSG00000099942",5342,"ENST00000354336"
"ENSG00000099949",4282,"ENST00000646124"
"ENSG00000099953",2261,"ENST00000215743"
"ENSG00000099954",10030,"ENST00000262608"
"ENSG00000099956",5191,"ENST00000644036"
"ENSG00000099957",2727,"ENST00000413302"
"ENSG00000099958",3093,"ENST00000318109"
"ENSG00000099960",2316,"ENST00000382932"
"ENSG00000099968",4959,"ENST00000317582"
"ENSG00000099974",1582,"ENST00000215770"
"ENSG00000099977",565,"ENST00000398344"
"ENSG00000099985",1865,"ENST00000215781"
"ENSG00000099991",7233,"ENST00000263119"
"ENSG00000099992",1972,"ENST00000215790"
"ENSG00000099994",3172,"ENST00000358321"
"ENSG00000099995",5090,"ENST00000215793"
"ENSG00000099998",2428,"ENST00000327365"
"ENSG00000099999",2011,"ENST00000382363"
"ENSG00000100003",4207,"ENST00000615189"
"ENSG00000100012",2054,"ENST00000215812"
"ENSG00000100014",6763,"ENST00000314328"
"ENSG00000100023",4068,"ENST00000398831"
"ENSG00000100024",3823,"ENST00000326010"
"ENSG00000100027",4297,"ENST00000339468"
"ENSG00000100028",3466,"ENST00000215829"
"ENSG00000100029",2265,"ENST00000354694"
"ENSG00000100030",5881,"ENST00000215832"
"ENSG00000100031",2630,"ENST00000400382"
"ENSG00000100033",2203,"ENST00000357068"
"ENSG00000100034",5149,"ENST00000263212"
"ENSG00000100036",2585,"ENST00000343605"
"ENSG00000100038",2834,"ENST00000357179"
"ENSG00000100053",855,"ENST00000215855"
"ENSG00000100055",3077,"ENST00000248901"
"ENSG00000100056",5359,"ENST00000252137"
"ENSG00000100060",2073,"ENST00000356998"
"ENSG00000100065",4111,"ENST00000251973"
"ENSG00000100075",1548,"ENST00000215882"
"ENSG00000100077",9277,"ENST00000324198"
"ENSG00000100078",2600,"ENST00000215885"
"ENSG00000100079",596,"ENST00000215886"
"ENSG00000100083",2800,"ENST00000343632"
"ENSG00000100084",4053,"ENST00000263208"
"ENSG00000100092",2658,"ENST00000649765"
"ENSG00000100095",6584,"ENST00000248933"
"ENSG00000100097",528,"ENST00000215909"
"ENSG00000100099",5066,"ENST00000398145"
"ENSG00000100100",2420,"ENST00000215912"
"ENSG00000100104",4020,"ENST00000215917"
"ENSG00000100105",3895,"ENST00000266269"
"ENSG00000100106",10085,"ENST00000644935"
"ENSG00000100109",3539,"ENST00000407690"
"ENSG00000100116",1473,"ENST00000248924"
"ENSG00000100121",943,"ENST00000448514"
"ENSG00000100122",1041,"ENST00000647684"
"ENSG00000100124",2087,"ENST00000215941"
"ENSG00000100129",2669,"ENST00000652021"
"ENSG00000100138",1458,"ENST00000401959"
"ENSG00000100139",4710,"ENST00000215957"
"ENSG00000100142",2070,"ENST00000442738"
"ENSG00000100146",2885,"ENST00000396884"
"ENSG00000100147",7135,"ENST00000255784"
"ENSG00000100150",6554,"ENST00000651528"
"ENSG00000100151",2058,"ENST00000356976"
"ENSG00000100154",11770,"ENST00000397906"
"ENSG00000100156",2291,"ENST00000681075"
"ENSG00000100162",938,"ENST00000215980"
"ENSG00000100167",4079,"ENST00000644076"
"ENSG00000100170",4832,"ENST00000266088"
"ENSG00000100191",2048,"ENST00000266086"
"ENSG00000100196",1694,"ENST00000216014"
"ENSG00000100197",1588,"ENST00000645361"
"ENSG00000100201",4761,"ENST00000403230"
"ENSG00000100206",2269,"ENST00000216024"
"ENSG00000100207",7624,"ENST00000677622"
"ENSG00000100209",1106,"ENST00000216027"
"ENSG00000100211",1146,"ENST00000216029"
"ENSG00000100216",2031,"ENST00000216034"
"ENSG00000100218",1188,"ENST00000216036"
"ENSG00000100219",1791,"ENST00000344347"
"ENSG00000100220",2019,"ENST00000216038"
"ENSG00000100221",3743,"ENST00000683374"
"ENSG00000100225",2060,"ENST00000266087"
"ENSG00000100226",4905,"ENST00000216044"
"ENSG00000100227",3362,"ENST00000252115"
"ENSG00000100228",4990,"ENST00000263116"
"ENSG00000100234",4597,"ENST00000266085"
"ENSG00000100239",4094,"ENST00000612753"
"ENSG00000100241",8019,"ENST00000380817"
"ENSG00000100242",3960,"ENST00000689035"
"ENSG00000100243",2916,"ENST00000352397"
"ENSG00000100246",1474,"ENST00000216068"
"ENSG00000100249",982,"ENST00000216071"
"ENSG00000100253",1689,"ENST00000216075"
"ENSG00000100258",2593,"ENST00000474879"
